wiki_db	user_type	edit_bucket	bot	reverted_bot_reverts	bot_reverts_by_base_editor	year	month	day
frwiki	anonymous	n/a	Salebot	2	1	2021	10	28
frwiki	anonymous	n/a	Salebot	3	2	2021	6	1
simplewiki	anonymous	n/a	ChenzwBot	2	0	2021	7	16
simplewiki	anonymous	n/a	ChenzwBot	2	1	2022	4	16
simplewiki	anonymous	n/a	ChenzwBot	3	3	2022	2	4
enwiki	anonymous	n/a	ClueBot NG	4	2	2022	8	5
ruwiki	registered	0-99	Рейму Хакурей	1	1	2021	12	3
eswiki	registered	100-499	SeroBOT	1	1	2020	8	16
frwiki	registered	0-99	Salebot	1	1	2022	6	3
eswiki	registered	0-99	SeroBOT	2	1	2021	3	7
eswiki	registered	500+	SeroBOT	1	0	2023	6	9
eswiki	anonymous	n/a	SeroBOT	87	49	2020	8	11
eswiki	anonymous	n/a	SeroBOT	74	47	2020	8	3
eswiki	anonymous	n/a	SeroBOT	83	51	2021	10	21
simplewiki	anonymous	n/a	ChenzwBot	4	4	2021	1	29
enwiki	anonymous	n/a	ClueBot NG	59	17	2021	2	1
enwiki	anonymous	n/a	ClueBot NG	7	3	2023	6	13
enwiki	registered	0-99	ClueBot NG	17	7	2020	10	16
ruwiki	anonymous	n/a	Рейму Хакурей	4	3	2021	7	3
enwiki	anonymous	n/a	ClueBot NG	5	3	2023	5	8
fawiki	anonymous	n/a	Dexbot	41	10	2023	1	5
fawiki	anonymous	n/a	Dexbot	28	11	2023	2	13
enwiki	anonymous	n/a	ClueBot NG	32	6	2021	2	8
eswiki	registered	0-99	SeroBOT	1	0	2021	10	2
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2020	12	7
enwiki	registered	0-99	ClueBot NG	3	2	2022	5	19
enwiki	anonymous	n/a	ClueBot NG	22	11	2022	2	4
ruwiki	registered	0-99	Рейму Хакурей	2	2	2021	12	2
enwiki	registered	0-99	ClueBot NG	14	9	2022	1	14
enwiki	anonymous	n/a	ClueBot NG	4	3	2022	7	5
frwiki	anonymous	n/a	Salebot	6	2	2021	1	26
enwiki	registered	0-99	ClueBot NG	16	6	2021	1	8
ruwiki	anonymous	n/a	Рейму Хакурей	14	5	2021	4	26
eswiki	registered	0-99	SeroBOT	3	2	2022	9	1
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2022	2	15
eswiki	registered	500+	SeroBOT	1	1	2022	6	17
ruwiki	anonymous	n/a	Рейму Хакурей	4	0	2021	7	31
enwiki	registered	0-99	ClueBot NG	6	2	2020	9	16
eswiki	registered	0-99	SeroBOT	3	1	2023	3	21
ruwiki	registered	0-99	Рейму Хакурей	1	1	2021	8	20
enwiki	registered	0-99	ClueBot NG	10	3	2020	7	4
eswiki	registered	0-99	SeroBOT	1	1	2022	6	12
frwiki	anonymous	n/a	Salebot	2	1	2021	7	5
frwiki	registered	0-99	Salebot	2	2	2022	6	12
ruwiki	registered	0-99	Рейму Хакурей	1	0	2023	5	25
frwiki	registered	0-99	Salebot	2	0	2023	2	2
frwiki	anonymous	n/a	Salebot	1	1	2023	6	29
eswiki	anonymous	n/a	SeroBOT	34	20	2022	12	22
eswiki	anonymous	n/a	SeroBOT	83	42	2021	12	6
eswiki	registered	0-99	SeroBOT	12	7	2022	7	18
eswiki	anonymous	n/a	SeroBOT	77	43	2022	5	23
enwiki	anonymous	n/a	ClueBot NG	54	15	2020	10	13
eswiki	anonymous	n/a	SeroBOT	69	27	2021	8	31
enwiki	registered	0-99	ClueBot NG	28	16	2020	11	23
enwiki	anonymous	n/a	ClueBot NG	23	10	2021	12	12
eswiki	anonymous	n/a	SeroBOT	49	33	2022	5	18
eswiki	anonymous	n/a	SeroBOT	49	34	2022	5	22
eswiki	registered	0-99	SeroBOT	35	35	2023	6	2
ruwiki	anonymous	n/a	Рейму Хакурей	8	4	2022	12	26
ruwiki	anonymous	n/a	Рейму Хакурей	11	3	2022	7	26
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2021	2	23
enwiki	registered	0-99	ClueBot NG	7	3	2021	9	11
frwiki	anonymous	n/a	Salebot	4	2	2021	1	25
ruwiki	registered	0-99	Рейму Хакурей	2	0	2021	2	24
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2021	3	1
eswiki	registered	500+	SeroBOT	4	3	2023	6	12
eswiki	registered	0-99	SeroBOT	11	9	2022	11	13
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2022	11	29
frwiki	registered	0-99	Salebot	2	1	2021	6	22
frwiki	anonymous	n/a	Salebot	7	4	2020	8	30
eswiki	registered	0-99	SeroBOT	8	4	2023	4	8
frwiki	anonymous	n/a	Salebot	1	0	2022	3	12
simplewiki	anonymous	n/a	ChenzwBot	2	0	2021	6	17
frwiki	anonymous	n/a	Salebot	1	0	2022	10	15
eswiki	anonymous	n/a	SeroBOT	15	6	2023	4	3
fawiki	anonymous	n/a	Dexbot	70	29	2022	7	16
eswiki	anonymous	n/a	SeroBOT	43	18	2023	5	19
eswiki	anonymous	n/a	SeroBOT	70	41	2020	12	20
eswiki	anonymous	n/a	SeroBOT	92	45	2021	7	7
enwiki	anonymous	n/a	ClueBot NG	29	13	2022	1	13
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2022	7	9
eswiki	anonymous	n/a	SeroBOT	62	27	2023	6	7
eswiki	anonymous	n/a	SeroBOT	63	39	2022	1	12
eswiki	anonymous	n/a	SeroBOT	79	51	2021	11	30
enwiki	anonymous	n/a	ClueBot NG	22	12	2022	1	1
enwiki	registered	0-99	ClueBot NG	26	7	2021	4	14
eswiki	anonymous	n/a	SeroBOT	30	17	2022	9	4
enwiki	registered	0-99	ClueBot NG	19	9	2022	1	19
eswiki	anonymous	n/a	SeroBOT	20	10	2023	4	30
enwiki	registered	0-99	ClueBot NG	7	2	2022	10	13
enwiki	registered	0-99	ClueBot NG	19	7	2021	3	17
simplewiki	anonymous	n/a	ChenzwBot	2	2	2021	2	1
enwiki	registered	0-99	ClueBot NG	12	5	2022	1	4
enwiki	registered	0-99	ClueBot NG	3	1	2020	12	5
ruwiki	registered	0-99	Рейму Хакурей	1	0	2022	10	20
ruwiki	anonymous	n/a	Рейму Хакурей	7	3	2021	11	13
eswiki	registered	0-99	SeroBOT	3	3	2022	4	11
enwiki	registered	0-99	ClueBot NG	5	1	2023	2	3
frwiki	anonymous	n/a	Salebot	1	0	2020	11	7
eswiki	registered	100-499	SeroBOT	1	1	2023	2	3
simplewiki	registered	0-99	ChenzwBot	1	1	2021	10	2
eswiki	registered	0-99	SeroBOT	3	3	2020	12	20
enwiki	anonymous	n/a	ClueBot NG	43	10	2020	7	16
enwiki	anonymous	n/a	ClueBot NG	19	8	2020	9	28
enwiki	anonymous	n/a	ClueBot NG	25	4	2021	8	28
ruwiki	registered	0-99	Рейму Хакурей	1	0	2020	7	14
enwiki	anonymous	n/a	ClueBot NG	38	7	2020	9	30
enwiki	anonymous	n/a	ClueBot NG	4	2	2022	6	26
eswiki	anonymous	n/a	SeroBOT	62	33	2022	9	12
enwiki	registered	0-99	ClueBot NG	17	4	2021	2	3
ruwiki	registered	0-99	Рейму Хакурей	1	1	2022	5	10
eswiki	registered	0-99	SeroBOT	9	4	2021	5	31
ruwiki	anonymous	n/a	Рейму Хакурей	12	3	2022	11	13
eswiki	anonymous	n/a	SeroBOT	105	59	2020	8	21
enwiki	registered	0-99	ClueBot NG	15	5	2021	8	11
fawiki	anonymous	n/a	Dexbot	24	10	2023	3	29
enwiki	registered	0-99	ClueBot NG	14	8	2023	2	15
enwiki	registered	0-99	ClueBot NG	9	4	2022	11	3
frwiki	anonymous	n/a	Salebot	3	0	2021	8	17
fawiki	anonymous	n/a	Dexbot	15	5	2022	8	12
fawiki	anonymous	n/a	Dexbot	24	9	2022	11	6
ruwiki	anonymous	n/a	Рейму Хакурей	8	2	2020	12	20
ruwiki	anonymous	n/a	Рейму Хакурей	13	6	2023	5	6
enwiki	anonymous	n/a	ClueBot NG	7	2	2022	5	29
enwiki	registered	0-99	ClueBot NG	21	7	2021	1	19
eswiki	registered	0-99	SeroBOT	14	13	2023	3	30
frwiki	anonymous	n/a	Salebot	9	3	2020	11	30
fawiki	anonymous	n/a	Dexbot	7	1	2022	8	15
enwiki	registered	0-99	ClueBot NG	2	1	2023	5	21
enwiki	registered	0-99	ClueBot NG	17	8	2020	8	12
frwiki	anonymous	n/a	Salebot	2	1	2020	10	30
frwiki	registered	0-99	Salebot	1	1	2020	7	23
eswiki	registered	0-99	SeroBOT	4	2	2022	6	9
enwiki	anonymous	n/a	ClueBot NG	5	2	2022	12	13
simplewiki	registered	0-99	ChenzwBot	1	1	2021	7	8
simplewiki	registered	0-99	ChenzwBot	1	1	2023	2	17
frwiki	anonymous	n/a	Salebot	1	0	2021	4	24
bgwiki	registered	0-99	PSS 9	1	1	2020	9	7
simplewiki	registered	0-99	ChenzwBot	1	1	2021	7	29
simplewiki	registered	0-99	ChenzwBot	1	1	2022	12	15
frwiki	anonymous	n/a	Salebot	1	0	2022	10	11
eswiki	registered	0-99	SeroBOT	4	3	2023	6	14
eswiki	anonymous	n/a	SeroBOT	193	132	2020	11	19
fawiki	anonymous	n/a	Dexbot	42	12	2022	12	27
eswiki	anonymous	n/a	SeroBOT	66	35	2021	8	19
simplewiki	anonymous	n/a	ChenzwBot	6	4	2021	6	19
eswiki	anonymous	n/a	SeroBOT	53	26	2022	6	17
fawiki	anonymous	n/a	Dexbot	35	17	2022	8	23
eswiki	anonymous	n/a	SeroBOT	65	30	2023	4	12
eswiki	anonymous	n/a	SeroBOT	97	62	2021	5	26
frwiki	registered	0-99	Salebot	1	1	2021	1	21
ruwiki	registered	0-99	Рейму Хакурей	3	0	2021	8	25
ruwiki	anonymous	n/a	Рейму Хакурей	12	5	2023	1	4
ruwiki	anonymous	n/a	Рейму Хакурей	11	8	2023	6	28
eswiki	registered	0-99	SeroBOT	11	8	2022	11	8
simplewiki	anonymous	n/a	ChenzwBot	5	5	2020	7	12
enwiki	registered	0-99	ClueBot NG	18	6	2020	10	13
ruwiki	anonymous	n/a	Рейму Хакурей	6	1	2022	7	17
enwiki	anonymous	n/a	ClueBot NG	8	3	2022	11	30
ruwiki	anonymous	n/a	Рейму Хакурей	11	6	2021	12	8
ruwiki	anonymous	n/a	Рейму Хакурей	5	1	2022	3	4
frwiki	registered	0-99	Salebot	1	1	2021	10	9
eswiki	registered	0-99	SeroBOT	5	3	2021	10	22
enwiki	anonymous	n/a	ClueBot NG	30	12	2020	7	30
fawiki	anonymous	n/a	Dexbot	14	1	2023	3	14
frwiki	anonymous	n/a	Salebot	1	0	2020	9	11
enwiki	registered	0-99	ClueBot NG	2	1	2022	6	12
frwiki	registered	0-99	Salebot	1	1	2020	9	15
eswiki	registered	0-99	SeroBOT	8	6	2022	12	13
simplewiki	anonymous	n/a	ChenzwBot	2	0	2020	11	26
eswiki	registered	0-99	SeroBOT	1	1	2023	2	27
frwiki	anonymous	n/a	Salebot	2	0	2023	1	24
simplewiki	anonymous	n/a	ChenzwBot	3	1	2023	4	15
enwiki	anonymous	n/a	ClueBot NG	3	1	2022	8	6
ruwiki	anonymous	n/a	Рейму Хакурей	5	0	2021	2	13
ruwiki	registered	0-99	Рейму Хакурей	2	1	2021	10	16
frwiki	registered	0-99	Salebot	1	1	2021	7	1
frwiki	registered	0-99	Salebot	2	0	2021	7	16
simplewiki	anonymous	n/a	ChenzwBot	1	1	2022	8	14
eswiki	registered	0-99	SeroBOT	6	3	2022	10	7
eswiki	anonymous	n/a	SeroBOT	56	28	2020	7	25
eswiki	anonymous	n/a	SeroBOT	81	44	2021	7	18
enwiki	registered	0-99	ClueBot NG	7	6	2022	4	3
fawiki	anonymous	n/a	Dexbot	39	14	2023	6	18
enwiki	anonymous	n/a	ClueBot NG	11	4	2022	9	16
enwiki	anonymous	n/a	ClueBot NG	23	9	2021	8	25
eswiki	registered	0-99	SeroBOT	3	2	2022	3	5
enwiki	anonymous	n/a	ClueBot NG	42	13	2021	3	30
ruwiki	registered	0-99	Рейму Хакурей	1	0	2022	8	10
eswiki	anonymous	n/a	SeroBOT	68	38	2021	5	23
enwiki	registered	0-99	ClueBot NG	11	4	2020	10	10
eswiki	anonymous	n/a	SeroBOT	67	37	2022	10	24
ruwiki	registered	0-99	Рейму Хакурей	1	0	2022	3	28
enwiki	anonymous	n/a	ClueBot NG	8	5	2022	4	9
eswiki	registered	100-499	SeroBOT	4	3	2022	2	13
ruwiki	anonymous	n/a	Рейму Хакурей	9	1	2021	12	12
ruwiki	anonymous	n/a	Рейму Хакурей	7	2	2022	4	27
eswiki	anonymous	n/a	SeroBOT	30	19	2022	12	18
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	3	19
enwiki	registered	0-99	ClueBot NG	4	3	2023	1	5
enwiki	anonymous	n/a	ClueBot NG	23	8	2021	8	8
ruwiki	anonymous	n/a	Рейму Хакурей	19	5	2021	4	11
enwiki	anonymous	n/a	ClueBot NG	31	9	2021	3	17
enwiki	anonymous	n/a	ClueBot NG	4	2	2022	5	1
simplewiki	anonymous	n/a	ChenzwBot	5	3	2023	4	13
ruwiki	anonymous	n/a	Рейму Хакурей	9	1	2022	7	27
ruwiki	anonymous	n/a	Рейму Хакурей	11	7	2023	1	16
eswiki	registered	0-99	SeroBOT	9	6	2020	11	3
ruwiki	anonymous	n/a	Рейму Хакурей	5	1	2020	10	14
frwiki	anonymous	n/a	Salebot	2	0	2022	7	31
ruwiki	anonymous	n/a	Рейму Хакурей	7	3	2020	10	25
ruwiki	anonymous	n/a	Рейму Хакурей	8	4	2020	8	15
eswiki	registered	0-99	SeroBOT	4	3	2022	6	2
ruwiki	anonymous	n/a	Рейму Хакурей	6	1	2021	7	23
enwiki	registered	0-99	ClueBot NG	2	0	2022	5	21
simplewiki	anonymous	n/a	ChenzwBot	1	0	2020	11	13
ruwiki	anonymous	n/a	Рейму Хакурей	2	1	2020	12	29
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	2	26
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	3	27
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	9	16
enwiki	anonymous	n/a	ClueBot NG	63	31	2020	9	10
eswiki	anonymous	n/a	SeroBOT	95	58	2021	3	12
enwiki	anonymous	n/a	ClueBot NG	29	12	2020	7	23
eswiki	anonymous	n/a	SeroBOT	66	31	2021	5	22
enwiki	anonymous	n/a	ClueBot NG	11	6	2022	9	15
enwiki	anonymous	n/a	ClueBot NG	22	6	2021	8	5
ruwiki	anonymous	n/a	Рейму Хакурей	5	2	2021	3	13
enwiki	anonymous	n/a	ClueBot NG	12	9	2022	6	7
enwiki	registered	0-99	ClueBot NG	25	4	2021	1	17
eswiki	registered	500+	SeroBOT	2	1	2022	11	10
ruwiki	anonymous	n/a	Рейму Хакурей	10	4	2022	8	23
eswiki	registered	0-99	SeroBOT	4	2	2022	12	15
enwiki	anonymous	n/a	ClueBot NG	40	10	2021	3	29
eswiki	registered	500+	SeroBOT	3	2	2020	10	11
ruwiki	anonymous	n/a	Рейму Хакурей	14	5	2022	7	30
frwiki	registered	0-99	Salebot	2	2	2021	6	6
enwiki	registered	0-99	ClueBot NG	5	4	2022	3	19
simplewiki	anonymous	n/a	ChenzwBot	2	2	2022	7	2
ruwiki	anonymous	n/a	Рейму Хакурей	12	3	2022	4	9
ruwiki	anonymous	n/a	Рейму Хакурей	10	3	2023	3	13
ruwiki	anonymous	n/a	Рейму Хакурей	4	1	2022	12	14
eswiki	registered	0-99	SeroBOT	4	3	2022	2	6
eswiki	registered	0-99	SeroBOT	3	2	2021	4	1
frwiki	anonymous	n/a	Salebot	1	0	2021	7	27
rowiki	anonymous	n/a	PatrocleBot	1	1	2022	9	17
enwiki	registered	0-99	ClueBot NG	4	2	2022	4	17
frwiki	anonymous	n/a	Salebot	3	1	2021	2	25
enwiki	registered	0-99	ClueBot NG	7	5	2023	1	1
eswiki	registered	100-499	SeroBOT	1	1	2021	5	4
frwiki	registered	0-99	Salebot	2	1	2023	2	8
frwiki	registered	0-99	Salebot	1	0	2021	1	26
eswiki	registered	100-499	SeroBOT	1	1	2021	2	9
enwiki	anonymous	n/a	ClueBot NG	21	6	2020	12	18
eswiki	anonymous	n/a	SeroBOT	88	63	2021	12	11
ruwiki	anonymous	n/a	Рейму Хакурей	13	2	2022	6	14
fawiki	anonymous	n/a	Dexbot	19	2	2022	12	5
eswiki	registered	0-99	SeroBOT	9	7	2022	8	17
eswiki	anonymous	n/a	SeroBOT	92	47	2021	2	5
simplewiki	anonymous	n/a	ChenzwBot	7	5	2022	1	19
eswiki	registered	0-99	SeroBOT	8	5	2022	11	4
enwiki	registered	0-99	ClueBot NG	18	9	2020	7	24
ruwiki	anonymous	n/a	Рейму Хакурей	8	2	2022	3	11
eswiki	registered	0-99	SeroBOT	13	11	2021	4	27
enwiki	registered	0-99	ClueBot NG	10	4	2020	8	15
eswiki	registered	0-99	SeroBOT	23	16	2021	4	14
frwiki	registered	0-99	Salebot	2	2	2023	5	27
enwiki	anonymous	n/a	ClueBot NG	8	3	2022	9	11
ruwiki	anonymous	n/a	Рейму Хакурей	4	1	2021	7	25
enwiki	registered	0-99	ClueBot NG	5	2	2023	1	15
eswiki	registered	0-99	SeroBOT	6	4	2021	3	27
ruwiki	anonymous	n/a	Рейму Хакурей	9	5	2022	10	31
enwiki	anonymous	n/a	ClueBot NG	25	10	2021	8	7
enwiki	registered	0-99	ClueBot NG	11	4	2021	1	4
eswiki	registered	0-99	SeroBOT	4	2	2020	12	18
eswiki	registered	0-99	SeroBOT	5	3	2020	8	2
frwiki	anonymous	n/a	Salebot	3	0	2021	10	15
ruwiki	anonymous	n/a	Рейму Хакурей	9	3	2021	5	7
eswiki	registered	500+	SeroBOT	3	1	2022	11	9
enwiki	registered	0-99	ClueBot NG	3	1	2022	4	21
eswiki	registered	0-99	SeroBOT	4	1	2021	9	23
frwiki	anonymous	n/a	Salebot	3	2	2021	7	4
bgwiki	anonymous	n/a	PSS 9	2	0	2021	10	24
ruwiki	anonymous	n/a	Рейму Хакурей	3	1	2020	11	29
enwiki	registered	0-99	ClueBot NG	2	1	2022	7	7
frwiki	anonymous	n/a	Salebot	2	1	2021	10	2
ruwiki	registered	0-99	Рейму Хакурей	2	1	2023	2	22
ruwiki	anonymous	n/a	Рейму Хакурей	2	0	2020	12	24
eswiki	registered	500+	SeroBOT	1	1	2021	5	18
frwiki	anonymous	n/a	Salebot	1	1	2022	8	13
frwiki	registered	0-99	Salebot	1	1	2021	6	8
bgwiki	anonymous	n/a	PSS 9	1	0	2023	4	11
ruwiki	anonymous	n/a	Рейму Хакурей	11	6	2022	7	2
eswiki	anonymous	n/a	SeroBOT	73	41	2021	9	14
enwiki	anonymous	n/a	ClueBot NG	25	11	2020	12	23
fawiki	anonymous	n/a	Dexbot	23	7	2022	9	7
eswiki	anonymous	n/a	SeroBOT	70	46	2023	2	28
eswiki	registered	0-99	SeroBOT	2	1	2021	7	12
eswiki	anonymous	n/a	SeroBOT	107	59	2022	2	14
eswiki	anonymous	n/a	SeroBOT	118	53	2020	8	26
frwiki	registered	0-99	Salebot	3	2	2022	5	2
ruwiki	anonymous	n/a	Рейму Хакурей	17	7	2022	9	13
eswiki	anonymous	n/a	SeroBOT	47	27	2023	5	28
enwiki	registered	0-99	ClueBot NG	18	11	2021	12	2
fawiki	anonymous	n/a	Dexbot	23	8	2023	5	25
enwiki	registered	0-99	ClueBot NG	6	4	2023	6	20
enwiki	registered	0-99	ClueBot NG	10	5	2021	11	20
eswiki	registered	0-99	SeroBOT	8	5	2022	11	16
eswiki	registered	0-99	SeroBOT	9	6	2020	8	14
frwiki	anonymous	n/a	Salebot	5	4	2020	9	25
ruwiki	anonymous	n/a	Рейму Хакурей	11	6	2022	3	10
frwiki	registered	0-99	Salebot	3	0	2021	8	11
eswiki	registered	0-99	SeroBOT	6	2	2023	5	19
bgwiki	registered	0-99	PSS 9	1	1	2022	8	16
enwiki	registered	0-99	ClueBot NG	3	2	2022	6	5
eswiki	registered	0-99	SeroBOT	9	7	2022	6	19
enwiki	registered	0-99	ClueBot NG	2	2	2022	6	22
frwiki	anonymous	n/a	Salebot	2	1	2021	12	2
ruwiki	anonymous	n/a	Рейму Хакурей	6	1	2021	1	27
enwiki	registered	100-499	ClueBot NG	1	1	2020	9	17
bgwiki	anonymous	n/a	PSS 9	1	0	2020	11	18
simplewiki	anonymous	n/a	ChenzwBot	1	1	2021	5	3
eswiki	registered	0-99	SeroBOT	1	1	2023	5	14
bgwiki	registered	0-99	PSS 9	2	2	2022	1	21
rowiki	anonymous	n/a	PatrocleBot	1	1	2023	2	16
fawiki	anonymous	n/a	Dexbot	24	5	2022	8	21
frwiki	anonymous	n/a	Salebot	3	2	2022	12	20
fawiki	anonymous	n/a	Dexbot	52	20	2022	7	26
eswiki	anonymous	n/a	SeroBOT	90	52	2022	2	18
ruwiki	anonymous	n/a	Рейму Хакурей	10	5	2021	4	24
fawiki	anonymous	n/a	Dexbot	18	5	2023	2	8
frwiki	registered	0-99	Salebot	1	1	2023	2	14
enwiki	registered	0-99	ClueBot NG	18	5	2020	12	8
fawiki	anonymous	n/a	Dexbot	30	10	2022	12	17
eswiki	anonymous	n/a	SeroBOT	49	33	2022	11	6
enwiki	registered	0-99	ClueBot NG	7	4	2023	4	1
enwiki	anonymous	n/a	ClueBot NG	8	3	2022	9	12
enwiki	anonymous	n/a	ClueBot NG	7	4	2022	4	27
enwiki	anonymous	n/a	ClueBot NG	6	4	2022	7	18
enwiki	anonymous	n/a	ClueBot NG	32	9	2020	8	6
enwiki	registered	0-99	ClueBot NG	17	7	2021	11	8
frwiki	anonymous	n/a	Salebot	2	0	2021	5	10
ruwiki	anonymous	n/a	Рейму Хакурей	7	1	2021	5	21
ruwiki	anonymous	n/a	Рейму Хакурей	7	4	2022	12	5
bgwiki	anonymous	n/a	PSS 9	2	1	2021	10	23
enwiki	anonymous	n/a	ClueBot NG	1	0	2022	7	6
rowiki	anonymous	n/a	PatrocleBot	1	0	2022	8	2
enwiki	registered	0-99	ClueBot NG	2	1	2022	6	21
enwiki	registered	0-99	ClueBot NG	5	1	2022	10	9
frwiki	anonymous	n/a	Salebot	1	1	2021	11	18
enwiki	anonymous	n/a	ClueBot NG	3	1	2023	3	7
frwiki	anonymous	n/a	Salebot	1	1	2022	2	23
eswiki	anonymous	n/a	SeroBOT	1	1	2021	12	3
ruwiki	anonymous	n/a	Рейму Хакурей	12	3	2022	3	5
enwiki	anonymous	n/a	ClueBot NG	53	18	2020	11	18
eswiki	registered	0-99	SeroBOT	7	5	2021	6	30
enwiki	registered	0-99	ClueBot NG	26	10	2021	3	2
fawiki	anonymous	n/a	Dexbot	80	47	2023	6	25
eswiki	anonymous	n/a	SeroBOT	69	38	2022	9	26
eswiki	registered	0-99	SeroBOT	7	6	2022	9	23
eswiki	anonymous	n/a	SeroBOT	83	38	2020	11	9
enwiki	anonymous	n/a	ClueBot NG	67	35	2021	1	30
enwiki	anonymous	n/a	ClueBot NG	48	19	2020	10	28
ruwiki	anonymous	n/a	Рейму Хакурей	12	1	2022	12	31
eswiki	anonymous	n/a	SeroBOT	79	49	2022	10	14
eswiki	anonymous	n/a	SeroBOT	107	67	2021	6	7
ruwiki	anonymous	n/a	Рейму Хакурей	7	5	2022	8	26
eswiki	anonymous	n/a	SeroBOT	68	36	2020	9	4
enwiki	registered	0-99	ClueBot NG	10	5	2022	9	28
enwiki	registered	0-99	ClueBot NG	17	7	2020	7	15
ruwiki	anonymous	n/a	Рейму Хакурей	9	5	2021	11	12
frwiki	registered	0-99	Salebot	2	0	2020	10	31
eswiki	registered	0-99	SeroBOT	6	3	2023	1	17
eswiki	registered	0-99	SeroBOT	3	1	2021	7	9
enwiki	anonymous	n/a	ClueBot NG	25	6	2022	1	30
enwiki	registered	0-99	ClueBot NG	12	4	2022	3	20
enwiki	anonymous	n/a	ClueBot NG	6	1	2022	10	21
ruwiki	anonymous	n/a	Рейму Хакурей	10	4	2023	5	22
eswiki	registered	500+	SeroBOT	1	1	2023	3	3
simplewiki	anonymous	n/a	ChenzwBot	3	3	2021	10	10
simplewiki	anonymous	n/a	ChenzwBot	3	2	2020	9	4
eswiki	registered	100-499	SeroBOT	1	1	2023	1	1
frwiki	registered	0-99	Salebot	1	1	2021	5	19
enwiki	registered	0-99	ClueBot NG	10	4	2021	7	21
enwiki	anonymous	n/a	ClueBot NG	29	11	2021	10	28
frwiki	registered	0-99	Salebot	1	0	2022	2	14
ruwiki	registered	100-499	Рейму Хакурей	1	1	2021	4	20
eswiki	registered	0-99	SeroBOT	6	6	2021	11	1
frwiki	anonymous	n/a	Salebot	4	3	2020	7	28
eswiki	registered	100-499	SeroBOT	1	1	2023	1	11
frwiki	registered	0-99	Salebot	1	0	2023	6	19
simplewiki	anonymous	n/a	ChenzwBot	1	0	2022	4	22
enwiki	registered	0-99	ClueBot NG	19	11	2021	3	20
ruwiki	anonymous	n/a	Рейму Хакурей	6	3	2021	3	26
eswiki	anonymous	n/a	SeroBOT	76	45	2021	8	17
enwiki	anonymous	n/a	ClueBot NG	31	9	2021	3	26
enwiki	registered	0-99	ClueBot NG	19	10	2021	10	2
eswiki	anonymous	n/a	SeroBOT	36	21	2022	2	12
eswiki	anonymous	n/a	SeroBOT	70	40	2022	4	4
enwiki	registered	0-99	ClueBot NG	15	4	2021	9	15
fawiki	anonymous	n/a	Dexbot	15	4	2022	11	21
enwiki	anonymous	n/a	ClueBot NG	20	7	2021	12	17
enwiki	anonymous	n/a	ClueBot NG	15	12	2023	2	23
ruwiki	anonymous	n/a	Рейму Хакурей	5	0	2023	2	2
eswiki	anonymous	n/a	SeroBOT	43	22	2022	1	8
ruwiki	anonymous	n/a	Рейму Хакурей	6	1	2021	1	11
enwiki	anonymous	n/a	ClueBot NG	23	10	2021	4	3
enwiki	registered	0-99	ClueBot NG	16	7	2020	10	26
enwiki	registered	0-99	ClueBot NG	14	6	2022	2	20
eswiki	registered	0-99	SeroBOT	4	1	2023	5	8
fawiki	anonymous	n/a	Dexbot	23	6	2022	11	13
ruwiki	anonymous	n/a	Рейму Хакурей	6	2	2022	3	8
eswiki	registered	500+	SeroBOT	1	1	2021	1	3
enwiki	registered	0-99	ClueBot NG	14	5	2021	8	19
enwiki	registered	0-99	ClueBot NG	9	6	2023	4	30
ruwiki	anonymous	n/a	Рейму Хакурей	4	1	2020	8	22
eswiki	registered	0-99	SeroBOT	8	5	2022	8	27
ruwiki	anonymous	n/a	Рейму Хакурей	14	2	2022	3	24
frwiki	anonymous	n/a	Salebot	3	0	2021	4	8
frwiki	registered	0-99	Salebot	1	1	2020	12	22
eswiki	registered	0-99	SeroBOT	6	5	2022	3	13
eswiki	registered	0-99	SeroBOT	3	1	2022	12	6
eswiki	registered	0-99	SeroBOT	4	1	2022	3	9
ruwiki	anonymous	n/a	Рейму Хакурей	8	2	2022	12	2
frwiki	anonymous	n/a	Salebot	2	1	2022	2	21
ruwiki	registered	0-99	Рейму Хакурей	1	0	2021	12	19
simplewiki	anonymous	n/a	ChenzwBot	2	2	2022	8	8
ruwiki	registered	0-99	Рейму Хакурей	1	1	2021	6	12
rowiki	anonymous	n/a	PatrocleBot	1	1	2023	6	7
frwiki	registered	0-99	Salebot	1	0	2020	11	16
frwiki	anonymous	n/a	Salebot	2	0	2020	10	20
eswiki	anonymous	n/a	SeroBOT	55	32	2023	5	18
bgwiki	registered	0-99	PSS 9	3	3	2023	3	4
eswiki	anonymous	n/a	SeroBOT	110	61	2021	3	31
eswiki	anonymous	n/a	SeroBOT	77	35	2022	10	5
fawiki	anonymous	n/a	Dexbot	31	10	2022	11	18
